order-id,purchase-date,sku,quantity-purchased
112-3202924-9272265,2022-08-03T19:39:51-07:00,10334C,1.0
112-9567328-5469054,2022-08-01T13:43:12-07:00,724150,2.0
112-2998393-7496239,2022-08-03T11:56:37-07:00,15001,1.0
113-5104061-6937807,2022-08-03T10:51:16-07:00,10311C,2.0
113-5104061-6937807,2022-08-03T10:51:16-07:00,10334C,3.0
114-6803235-7609024,2022-08-03T13:00:59-07:00,724304,1.0
114-6233057-3687437,2022-08-03T14:09:16-07:00,791193,7.0
111-2311768-6574661,2022-08-04T03:38:54-07:00,791192,1.0
113-9493686-4657841,2022-08-04T04:37:14-07:00,42300,1.0
112-4485825-5646655,2022-08-04T05:43:33-07:00,724500,1.0
114-3857431-1557859,2022-08-04T05:44:51-07:00,24304,1.0
114-2818213-5737867,2022-08-04T05:54:30-07:00,724500,5.0
114-2818213-5737867,2022-08-04T05:54:30-07:00,36500,2.0
113-9969261-2245059,2022-08-04T05:58:59-07:00,10334C,1.0
113-3681076-0759414,2022-08-04T06:16:42-07:00,730300,2.0
114-3510100-9964239,2022-08-04T06:23:44-07:00,10334C,1.0
113-1284222-6445029,2022-08-04T06:25:01-07:00,MH-2SJR-ID3C,4.0
114-1525632-8701008,2022-08-04T06:29:26-07:00,30150,1.0
112-3828414-7340240,2022-08-04T06:31:56-07:00,7821,1.0
112-0113794-6518626,2022-08-04T06:23:14-07:00,791193,2.0
112-3377755-9233812,2022-08-04T06:33:13-07:00,10316,1.0
112-9262977-3413805,2022-08-04T06:37:49-07:00,10316,1.0
112-2725891-5105834,2022-08-04T06:48:34-07:00,10316,1.0
114-3745625-5400223,2022-08-04T07:01:53-07:00,41305A,1.0
113-0252738-3269828,2022-08-04T07:18:25-07:00,24153,1.0
113-9134102-4257823,2022-08-04T07:20:37-07:00,4543C,1.0
114-9535889-6720268,2022-08-04T07:35:20-07:00,36500,1.0
112-0011994-9273851,2022-08-04T07:42:55-07:00,791192,1.0
112-3595467-4273857,2022-08-03T13:14:02-07:00,724150,1.0
112-0109647-9521879,2022-08-04T07:54:18-07:00,30150,1.0
113-0523764-6905852,2022-08-04T07:57:15-07:00,777852,1.0
112-5194771-8562626,2022-08-04T08:02:41-07:00,36500,1.0
112-3460164-5917015,2022-08-04T08:07:20-07:00,771851,1.0
112-6125042-0345852,2022-08-04T08:16:53-07:00,10334C,1.0
112-9455100-1651456,2022-08-04T08:17:30-07:00,36153,1.0
114-1738019-4183466,2022-08-04T08:27:07-07:00,22150,2.0
114-6110063-9756241,2022-08-04T08:28:04-07:00,36153,3.0
114-1682613-9095464,2022-08-03T10:57:07-07:00,10334C,1.0
111-6455583-1841868,2022-08-04T08:57:37-07:00,36150,1.0
111-6475291-1360239,2022-08-04T08:58:11-07:00,779113,6.0
112-0980947-9691415,2022-08-04T09:08:32-07:00,41305A,1.0
112-1727731-7116222,2022-08-04T09:01:06-07:00,724150,2.0
113-5348150-2038649,2022-08-04T09:03:41-07:00,27-1TVA-IET3,4.0
114-1793210-3172265,2022-08-04T09:12:32-07:00,10334C,1.0
113-9239252-5169817,2022-08-04T09:17:55-07:00,10317C,1.0
113-3697128-1491455,2022-08-04T09:19:13-07:00,10334C,3.0
112-3667688-7615434,2022-08-04T09:28:11-07:00,777802,1.0
113-6070183-3938651,2022-08-04T09:33:06-07:00,27-1TVA-IET3,1.0
114-8920645-1058659,2022-08-04T09:38:14-07:00,24153,1.0
113-5859465-2136221,2022-08-04T09:42:04-07:00,36500,1.0
112-8769711-1063442,2022-08-04T09:50:03-07:00,724500,1.0
111-1542542-7551469,2022-08-04T10:00:48-07:00,36150,1.0
114-9038175-1093022,2022-08-04T09:58:37-07:00,724150,1.0
111-1117346-9703404,2022-08-04T10:17:12-07:00,30150,1.0
111-3946179-6557808,2022-08-04T10:09:58-07:00,10334C,2.0
113-7309741-4926629,2022-08-04T10:22:08-07:00,10317C,1.0
113-1090782-2190653,2022-08-04T10:26:38-07:00,777850,1.0
113-4445945-6838616,2022-08-04T10:28:53-07:00,791192,2.0
113-5907695-9355447,2022-08-04T10:34:05-07:00,24153,1.0
111-8367332-7931455,2022-08-04T10:28:49-07:00,36150,1.0
111-2592567-4797805,2022-08-04T10:48:56-07:00,36500,1.0
114-8707678-5893025,2022-08-04T10:56:17-07:00,7822,3.0
111-6651963-5933006,2022-08-04T11:13:47-07:00,27-1TVA-IET3,3.0
111-8028635-7198607,2022-08-04T11:00:42-07:00,771851,3.0
114-2383509-3261061,2022-08-04T11:07:12-07:00,924150,1.0
114-3561971-2636203,2022-08-04T11:10:29-07:00,791193,2.0
113-7283468-7393058,2022-08-04T11:23:48-07:00,724500,3.0
113-9742629-8949037,2022-08-04T11:33:58-07:00,27-1TVA-IET3,3.0
114-2413202-2332254,2022-08-04T11:35:42-07:00,24304,1.0
114-2413202-2332254,2022-08-04T11:35:42-07:00,730300,1.0
113-4014311-5380204,2022-08-04T11:58:03-07:00,10334C,2.0
113-1495668-2902644,2022-08-04T12:04:04-07:00,10317C,1.0
112-3825042-1773002,2022-08-04T12:05:05-07:00,791192,1.0
111-4407719-7520214,2022-08-04T12:11:19-07:00,730300,1.0
114-6435100-0377838,2022-08-04T12:13:42-07:00,36500,2.0
114-6509594-4424245,2022-08-04T12:33:01-07:00,24304,1.0
114-3582934-2866651,2022-08-04T12:52:57-07:00,36500,2.0
112-9268758-9363468,2022-08-04T13:01:56-07:00,10334C,1.0
111-9595916-1481823,2022-08-04T10:59:15-07:00,18599,1.0
114-8112452-4689066,2022-08-04T13:17:42-07:00,27-1TVA-IET3,1.0
114-8112452-4689066,2022-08-04T13:17:42-07:00,724500,1.0
114-9553221-0923449,2022-08-02T11:55:32-07:00,22123,4.0
114-9710332-5191460,2022-08-04T13:38:41-07:00,36500,1.0
114-9710332-5191460,2022-08-04T13:38:41-07:00,724500,1.0
114-9857341-1839448,2022-08-04T13:37:27-07:00,36500,2.0
112-1495360-9051468,2022-08-04T13:53:30-07:00,24304,1.0
113-0240560-9537075,2022-08-04T14:13:31-07:00,30150,1.0
113-1557435-7183455,2022-08-04T14:21:06-07:00,730300,1.0
114-9262302-2228226,2022-08-04T14:16:04-07:00,771851,1.0
114-6046479-8700222,2022-08-04T14:22:12-07:00,36150,1.0
113-5666622-0417828,2022-08-04T14:25:32-07:00,791192,1.0
114-8470135-1637050,2022-08-04T14:25:43-07:00,24304,2.0
112-8620557-7963463,2022-08-04T14:32:23-07:00,24304,1.0
112-6431008-6767413,2022-08-04T14:57:49-07:00,779113,1.0
113-1628842-5479460,2022-08-04T14:49:26-07:00,10316,3.0
112-8585981-7358645,2022-08-04T14:59:00-07:00,36500,1.0
112-6370309-0664204,2022-08-04T15:09:06-07:00,10334C,1.0
113-5161027-1594651,2022-08-04T15:25:15-07:00,10316,2.0
114-5139766-7561027,2022-08-04T15:28:15-07:00,724500,2.0
111-6004149-3227438,2022-08-04T16:16:30-07:00,36150,1.0
111-5669630-4140214,2022-08-04T17:04:09-07:00,730300,1.0
111-1617167-7820243,2022-08-04T20:36:52-07:00,36500,2.0
114-1896527-6002645,2022-08-05T00:00:09-07:00,24304,1.0
113-9594987-7231463,2022-08-05T05:02:27-07:00,730599,1.0
114-8856277-0468238,2022-08-05T05:06:48-07:00,10334C,1.0
113-9076944-5701822,2022-08-05T05:08:54-07:00,36500,1.0
112-5136629-6306664,2022-08-05T05:34:13-07:00,24304,1.0
111-9630334-7813829,2022-08-05T07:05:50-07:00,24153,1.0
113-7883364-9931412,2022-08-05T07:15:52-07:00,30650,4.0
114-5934759-7419452,2022-08-05T07:08:18-07:00,777800,1.0
111-7567666-7119435,2022-08-05T07:48:47-07:00,71850,1.0
114-1202800-0769829,2022-08-05T08:56:48-07:00,30150,2.0
112-9676134-9454603,2022-08-05T08:53:39-07:00,724500,1.0
114-3967909-6595434,2022-08-05T09:04:58-07:00,30150,1.0
114-6978035-1914657,2022-08-05T08:56:49-07:00,36500,1.0
112-2785529-6366657,2022-08-05T08:57:55-07:00,36500,1.0
112-2785529-6366657,2022-08-05T08:57:55-07:00,724500,1.0
111-2003329-7011429,2022-08-05T09:03:17-07:00,724500,1.0
113-6267338-6277013,2022-08-05T09:13:55-07:00,724500,3.0
112-4785466-2038606,2022-08-05T09:27:39-07:00,36150,1.0
111-3458002-6352241,2022-08-05T09:38:00-07:00,36530,2.0
113-2653308-1943424,2022-08-05T09:46:12-07:00,791193,4.0
113-2653308-1943424,2022-08-05T09:46:12-07:00,791192,2.0
114-7056178-5349042,2022-08-05T09:42:56-07:00,27-1TVA-IET3,1.0
112-9193237-9845027,2022-08-05T10:12:53-07:00,42300,2.0
112-0090610-1055409,2022-08-05T09:58:34-07:00,27-1TVA-IET3,2.0
111-9377182-3393014,2022-08-02T07:28:41-07:00,724150,1.0
111-2717327-0019449,2022-08-05T10:11:08-07:00,27-1TVA-IET3,2.0
111-0974403-3682628,2022-08-05T10:11:52-07:00,36500,1.0
112-4481325-1868259,2022-08-05T10:21:34-07:00,36500,1.0
111-2330943-2251461,2022-08-05T10:36:52-07:00,10334C,1.0
113-8003068-8354600,2022-08-05T10:39:12-07:00,36500,1.0
111-7778718-7605867,2022-08-05T10:45:20-07:00,724150,1.0
111-3789692-6776214,2022-08-05T10:50:28-07:00,36500,1.0
114-4251920-3134641,2022-08-05T10:53:56-07:00,777851,1.0
111-4901812-3941006,2022-08-05T10:58:06-07:00,779113,1.0
113-6864023-4114663,2022-08-05T11:03:34-07:00,36500,1.0
114-9891105-5293017,2022-08-05T11:04:21-07:00,791193,3.0
114-0840628-8393833,2022-08-05T11:14:57-07:00,103309C,6.0
114-0840628-8393833,2022-08-05T11:14:57-07:00,10334C,6.0
113-2851891-3130652,2022-08-05T11:26:49-07:00,771851,1.0
114-4813630-6789021,2022-08-05T11:29:55-07:00,724500,1.0
112-9603618-3929867,2022-08-05T11:22:01-07:00,103309C,1.0
112-9603618-3929867,2022-08-05T11:22:01-07:00,10334C,1.0
114-8049323-3652218,2022-08-05T11:31:57-07:00,736303,1.0
114-1069985-2425830,2022-08-05T11:42:58-07:00,103309C,1.0
112-8456777-2976230,2022-08-05T11:43:02-07:00,103309C,1.0
113-2431007-6585033,2022-08-05T11:56:11-07:00,10334C,3.0
113-2431007-6585033,2022-08-05T11:56:11-07:00,103309C,1.0
111-3907249-8196234,2022-08-05T11:55:08-07:00,24304,1.0
114-3124280-2203433,2022-08-05T12:11:14-07:00,791193,1.0
111-4362805-0534636,2022-08-05T10:42:26-07:00,791192,2.0
111-1735276-7219413,2022-08-05T12:50:21-07:00,791192,2.0
112-8452468-9998643,2022-08-05T12:55:43-07:00,10334C,1.0
111-7142999-8882644,2022-08-05T13:34:23-07:00,42300,4.0
111-6633198-1354663,2022-08-05T13:35:30-07:00,724500,1.0
111-4944854-0277857,2022-08-05T13:38:40-07:00,36500,1.0
112-5257222-3803449,2022-08-05T13:45:32-07:00,724500,1.0
111-0289736-2829841,2022-08-05T13:55:47-07:00,10316,1.0
111-0289736-2829841,2022-08-05T13:55:47-07:00,10334C,1.0
112-1556531-9616205,2022-08-05T14:04:09-07:00,771851,1.0
113-5113924-3858662,2022-08-05T14:10:40-07:00,F6-0O1K-QPPA,1.0
114-2090822-0348224,2022-08-05T13:54:48-07:00,10334C,1.0
113-4570965-9510615,2022-08-05T14:23:07-07:00,724500,1.0
113-6002284-8450659,2022-08-05T14:30:09-07:00,10334C,2.0
113-3778117-9263426,2022-08-05T14:28:48-07:00,41305A,1.0
112-2608855-7022622,2022-08-05T14:45:02-07:00,10316,1.0
114-2914999-3678647,2022-08-05T15:10:01-07:00,10334C,1.0
114-8305891-9943457,2022-08-05T15:12:30-07:00,724500,1.0
114-7271208-6588256,2022-08-05T15:33:30-07:00,10334C,1.0
111-7212632-4697006,2022-08-05T15:57:25-07:00,791192,10.0
111-5438398-5121860,2022-08-05T18:19:42-07:00,7821,2.0
111-5922858-9736228,2022-08-05T19:02:28-07:00,22150,1.0
113-4917353-3752245,2022-08-05T19:02:21-07:00,724500,1.0
112-1444608-0977008,2022-08-06T00:27:04-07:00,2866,1.0
114-1090048-7177854,2022-08-06T04:42:33-07:00,41305A,1.0
114-4995993-2469061,2022-08-06T06:49:22-07:00,791193,2.0
113-2493251-2746602,2022-08-06T08:21:12-07:00,71850,2.0
112-7974754-9757866,2022-08-06T08:44:28-07:00,771851,1.0
111-1236644-0928256,2022-08-06T10:12:35-07:00,730300,3.0
112-8994776-7448243,2022-08-06T10:12:44-07:00,730300,1.0
113-5783453-4241861,2022-08-06T10:44:05-07:00,791192,1.0
113-3453035-1817807,2022-08-06T11:04:52-07:00,791192,1.0
111-0455355-4787464,2022-08-06T12:00:56-07:00,771851,1.0
113-7102511-0303442,2022-08-06T12:07:00-07:00,MH-2SJR-ID3C,3.0
111-4814057-3049008,2022-08-06T12:25:39-07:00,777801,1.0
112-7377491-7019417,2022-08-06T15:32:25-07:00,10334C,1.0
112-2959650-5223400,2022-08-06T16:11:48-07:00,777851,1.0
113-3649066-4725858,2022-08-06T17:46:07-07:00,10334C,1.0
111-9147493-9635416,2022-08-06T18:03:29-07:00,791193,1.0
113-8788882-8678634,2022-08-06T18:25:21-07:00,F6-0O1K-QPPA,2.0
112-1293744-9097834,2022-08-06T22:38:04-07:00,936599,1.0
114-1141630-1285053,2022-08-07T07:11:57-07:00,724500,2.0
114-8893487-0081842,2022-08-01T11:31:59-07:00,10334C,1.0
111-0764639-9172236,2022-08-07T09:28:52-07:00,791192,1.0
112-5448239-0019411,2022-08-07T10:42:07-07:00,10316,1.0
114-8308720-4865055,2022-08-07T11:10:40-07:00,724500,1.0
111-3497460-2465803,2022-08-07T11:16:46-07:00,27-1TVA-IET3,1.0
113-4626202-0523449,2022-08-07T15:46:10-07:00,36153,1.0
111-4672163-5116252,2022-08-07T16:29:55-07:00,791192,1.0
114-0180120-4985011,2022-08-07T16:33:41-07:00,724500,1.0
114-0180120-4985011,2022-08-07T16:33:41-07:00,36500,1.0
111-5291709-5439413,2022-08-08T06:35:36-07:00,30150,2.0
113-9463425-9413845,2022-08-08T06:35:45-07:00,36500,6.0
111-4945328-1005826,2022-08-08T07:03:07-07:00,791193,6.0
112-7239596-5974657,2022-08-08T07:04:30-07:00,779112,1.0
113-2614462-3720237,2022-08-08T07:14:53-07:00,736300,1.0
111-2677483-0899455,2022-08-08T07:22:46-07:00,27-1TVA-IET3,2.0
113-7774428-7534633,2022-08-08T07:25:52-07:00,36500,1.0
113-6684910-3852246,2022-08-08T07:28:32-07:00,724500,3.0
114-1045506-7061029,2022-08-08T07:37:14-07:00,724150,1.0
112-6787823-8991428,2022-08-08T07:51:46-07:00,791192,5.0
113-8807291-8812220,2022-08-08T08:02:57-07:00,30150,1.0
113-2744949-2889036,2022-08-08T08:04:30-07:00,724500,1.0
113-7059932-9593017,2022-08-08T08:11:02-07:00,10336C,6.0
111-9203005-0048226,2022-08-08T08:27:32-07:00,730300,1.0
111-9203005-0048226,2022-08-08T08:27:32-07:00,30150,5.0
113-7194459-1711405,2022-08-08T08:26:37-07:00,36500,1.0
113-7823892-7669850,2022-08-08T08:31:26-07:00,730300,4.0
112-3379889-1569840,2022-08-08T08:54:28-07:00,777851,1.0
114-7613341-7216231,2022-08-08T08:58:16-07:00,730300,1.0
111-7666387-0797800,2022-08-08T09:34:44-07:00,799388,5.0
111-8371203-7109047,2022-08-08T09:39:05-07:00,724150,1.0
111-1233519-2079436,2022-08-08T09:46:18-07:00,724500,1.0
111-8362522-3045035,2022-08-08T10:01:17-07:00,3614,2.0
114-1452366-6281835,2022-08-08T10:32:04-07:00,24153,1.0
114-7702332-8233048,2022-08-08T10:48:58-07:00,36500,1.0
114-4871854-9393043,2022-08-08T10:47:37-07:00,50029,2.0
111-0746194-4304241,2022-08-08T10:50:21-07:00,30150,1.0
111-1768543-9390625,2022-08-08T10:53:37-07:00,36150,1.0
114-3181716-5853022,2022-08-08T11:08:06-07:00,36500,2.0
114-3181716-5853022,2022-08-08T11:08:06-07:00,730300,1.0
111-4296406-1387432,2022-08-08T11:10:00-07:00,36500,1.0
111-4296406-1387432,2022-08-08T11:10:00-07:00,722500,3.0
114-2888589-8264210,2022-08-08T11:14:19-07:00,779153,1.0
111-4642385-3017066,2022-08-08T11:16:55-07:00,36500,2.0
113-3483984-9165008,2022-08-08T11:33:10-07:00,30150,1.0
112-8775341-3054607,2022-08-08T11:32:04-07:00,724500,1.0
112-3374077-9144220,2022-08-08T11:38:52-07:00,771851,1.0
114-9091074-7984233,2022-08-08T10:11:39-07:00,36500,1.0
113-8735936-7220240,2022-08-08T11:45:04-07:00,791193,1.0
111-0634958-4297010,2022-08-08T11:53:07-07:00,724500,2.0
111-0634958-4297010,2022-08-08T11:53:07-07:00,36500,2.0
113-3058919-2342611,2022-08-08T12:31:11-07:00,724500,2.0
111-2300786-9293046,2022-08-08T12:42:52-07:00,36500,1.0
112-8757896-1501819,2022-08-08T12:47:51-07:00,36500,1.0
114-7710425-4512236,2022-08-08T12:52:37-07:00,791192,1.0
112-0087365-2085069,2022-08-08T13:05:58-07:00,30150,1.0
112-7727075-1814630,2022-08-08T13:06:44-07:00,791192,1.0
112-7256654-5331468,2022-08-08T13:15:36-07:00,724150,1.0
112-6259287-8185810,2022-08-08T13:19:17-07:00,27-1TVA-IET3,1.0
111-9748952-2606605,2022-08-08T14:01:25-07:00,791192,3.0
114-2503143-8140239,2022-08-08T14:07:52-07:00,724500,1.0
112-0783515-1316264,2022-08-08T14:15:07-07:00,724500,1.0
111-4755596-0472229,2022-08-08T14:31:02-07:00,36500,1.0
114-6869997-8125851,2022-08-08T14:40:12-07:00,791193,2.0
112-5405430-2779431,2022-08-08T15:03:40-07:00,110581,3.0
113-8499328-4257811,2022-08-08T15:06:23-07:00,36150,1.0
112-0704230-3377835,2022-08-08T15:12:25-07:00,730300,1.0
113-7311945-2732226,2022-08-08T15:36:02-07:00,724500,8.0
114-6341866-3200241,2022-08-08T15:42:47-07:00,777802,1.0
111-8558539-6241800,2022-08-08T15:59:07-07:00,724150,1.0
113-6844949-2075452,2022-08-08T17:31:28-07:00,36500,1.0
113-0819056-1137028,2022-08-08T18:00:12-07:00,41305A,1.0
111-0198416-6631423,2022-08-08T16:14:32-07:00,779113,2.0
113-1550648-3350651,2022-08-08T19:29:59-07:00,7822,1.0
114-4723946-9889061,2022-08-08T21:04:46-07:00,7822,1.0
113-8659423-0613043,2022-08-08T21:34:20-07:00,22013,1.0
113-9124911-6316232,2022-08-02T09:05:42-07:00,2209,1.0
113-9510067-7992204,2022-08-09T05:33:26-07:00,771851,1.0
113-2738426-9692259,2022-08-09T05:42:40-07:00,736303,2.0
111-6255840-9031452,2022-08-09T06:55:36-07:00,36500,1.0
113-4888200-1793832,2022-08-09T06:55:48-07:00,724500,1.0
112-2696268-8811431,2022-08-09T06:56:08-07:00,730300,1.0
111-5391843-0950640,2022-08-09T07:04:55-07:00,36500,1.0
112-3510249-4938609,2022-08-09T07:31:33-07:00,36500,2.0
112-5174201-9691403,2022-08-09T07:28:20-07:00,36500,1.0
114-8427622-6473810,2022-08-09T07:28:51-07:00,36500,2.0
112-3314901-3644264,2022-08-09T08:02:06-07:00,30760,2.0
114-3005390-5481045,2022-08-09T08:14:19-07:00,4543C,1.0
113-8971966-4297042,2022-08-09T08:18:40-07:00,36500,2.0
111-2715518-4182614,2022-08-09T08:44:50-07:00,36500,1.0
111-6558267-8429020,2022-08-09T08:47:51-07:00,36500,2.0
113-3327833-5653013,2022-08-09T09:09:30-07:00,724500,1.0
111-4709678-9746600,2022-08-09T09:14:54-07:00,724500,2.0
113-1052863-3038603,2022-08-09T09:15:58-07:00,791193,2.0
113-2307465-4840245,2022-08-09T09:31:43-07:00,777851,4.0
113-3511686-2101025,2022-08-09T09:44:04-07:00,724500,1.0
114-2771334-3921867,2022-08-09T09:46:09-07:00,10334C,1.0
111-4643707-8820247,2022-08-09T09:51:43-07:00,791192,1.0
112-0682310-4724234,2022-08-09T09:58:25-07:00,724300,2.0
113-7557575-9472208,2022-08-09T10:08:57-07:00,791193,3.0
114-0730200-6871446,2022-08-09T10:21:03-07:00,724300,4.0
113-4595879-9450642,2022-08-09T10:30:33-07:00,30030,1.0
111-6850702-0226655,2022-08-09T10:34:53-07:00,724304,1.0
111-0916237-1901000,2022-08-09T10:35:43-07:00,10334C,1.0
114-2163377-9777069,2022-08-09T10:47:08-07:00,30150,1.0
114-3127575-2540204,2022-08-09T10:47:17-07:00,36500,1.0
113-3984472-3780217,2022-08-09T11:12:21-07:00,779113,5.0
111-7632090-8096259,2022-08-09T11:15:14-07:00,730500,2.0
114-8856569-4717869,2022-08-09T11:30:25-07:00,36500,2.0
114-2065453-2056232,2022-08-09T11:30:18-07:00,730500,1.0
112-5424152-9861839,2022-08-09T11:32:17-07:00,27-1TVA-IET3,1.0
114-7469129-8327424,2022-08-09T11:34:37-07:00,791193,2.0
111-4675078-1329836,2022-08-09T11:34:16-07:00,10334C,2.0
113-8341846-3401044,2022-08-09T11:42:41-07:00,724500,1.0
113-5560355-7954658,2022-08-09T11:49:56-07:00,10334C,1.0
112-1652399-7509050,2022-08-09T11:51:08-07:00,36500,2.0
114-8749019-5836255,2022-08-09T11:53:36-07:00,42154,1.0
111-7776892-2775416,2022-08-09T11:54:40-07:00,10334C,1.0
111-4557185-3621055,2022-08-09T12:09:53-07:00,10334C,1.0
114-3128730-1557020,2022-08-09T12:14:22-07:00,36500,2.0
111-7705362-9482644,2022-08-09T12:28:10-07:00,724300,1.0
112-2757578-5570657,2022-08-09T12:26:52-07:00,24153,1.0
111-3949098-8714643,2022-08-09T13:01:32-07:00,724150,1.0
114-5734579-6907459,2022-08-09T13:09:51-07:00,791193,2.0
113-0794844-6275440,2022-08-09T13:18:09-07:00,36500,2.0
114-6947921-8966638,2022-08-09T13:20:09-07:00,724500,1.0
114-3131510-2393820,2022-08-09T13:20:40-07:00,730300,1.0
112-4027789-0048240,2022-08-09T13:05:52-07:00,771851,2.0
112-2808970-8049854,2022-08-09T13:31:50-07:00,724300,5.0
112-1572610-0881863,2022-08-09T13:50:25-07:00,724304,1.0
113-1602081-3860258,2022-08-09T14:05:46-07:00,730500,1.0
113-1684264-3839404,2022-08-09T14:18:55-07:00,734500,1.0
111-1524167-3162644,2022-08-09T14:46:11-07:00,10334C,1.0
113-6410924-4769047,2022-08-09T15:04:08-07:00,30150,1.0
112-4606283-3433820,2022-08-09T15:08:30-07:00,36500,1.0
112-9927664-2061816,2022-08-09T15:09:26-07:00,730500,1.0
112-6510075-2738654,2022-08-09T15:19:37-07:00,10316,1.0
114-8130156-6757011,2022-08-09T15:29:27-07:00,10334C,1.0
111-0482340-3782655,2022-08-09T15:37:16-07:00,2852,2.0
113-1020170-4316223,2022-08-09T15:53:36-07:00,24124,1.0
112-6983296-1104234,2022-08-09T16:02:55-07:00,12500,1.0
111-5293621-4378604,2022-08-09T16:32:51-07:00,9303,1.0
113-6997673-4723447,2022-08-09T17:45:49-07:00,10316,1.0
112-9297467-7753823,2022-08-09T19:33:13-07:00,7822,1.0
112-7152244-8673830,2022-08-09T19:34:12-07:00,724500,2.0
114-7741060-4841837,2022-08-09T19:47:38-07:00,110581,1.0
113-2847192-5092235,2022-08-09T20:07:34-07:00,724150,1.0
113-7424274-1828214,2022-08-09T21:11:32-07:00,42154,3.0
111-0956284-1841853,2022-08-09T21:58:32-07:00,7821,1.0
111-8284713-7407445,2022-08-10T04:42:12-07:00,10334C,2.0
111-6211954-6196249,2022-08-10T05:45:18-07:00,10334C,1.0
114-1676533-0897827,2022-08-10T05:53:40-07:00,724300,1.0
113-9033587-0303433,2022-08-10T06:18:31-07:00,10334C,1.0
114-3518088-8327448,2022-08-10T06:17:58-07:00,724300,1.0
113-9806291-6232203,2022-08-10T06:18:23-07:00,791193,1.0
112-4695828-4773044,2022-08-09T13:36:41-07:00,10334C,3.0
112-2067741-5619429,2022-08-10T07:03:48-07:00,36150,2.0
113-8772306-6665800,2022-08-10T07:03:38-07:00,10334C,1.0
111-6195639-4697038,2022-08-10T07:07:40-07:00,9303,1.0
113-9591827-5749856,2022-08-10T07:10:59-07:00,27-1TVA-IET3,2.0
112-2645654-4217039,2022-08-10T07:08:38-07:00,24124,2.0
113-1885904-7487413,2022-08-10T07:16:53-07:00,24124,1.0
113-3918462-3550603,2022-08-10T07:19:14-07:00,36500,1.0
114-4172868-0349016,2022-08-10T07:20:32-07:00,730500,1.0
111-5237192-0591439,2022-08-10T07:51:46-07:00,724300,1.0
112-8303090-9170615,2022-08-10T07:53:14-07:00,736303,1.0
111-1373110-7305036,2022-08-10T07:56:21-07:00,791192,1.0
113-4577288-0371447,2022-08-10T07:51:40-07:00,730500,2.0
112-0807375-3394646,2022-08-10T08:07:31-07:00,36500,3.0
113-6363815-1240219,2022-08-10T07:59:51-07:00,791192,1.0
112-6499164-5366652,2022-08-10T08:05:05-07:00,724300,4.0
112-7873356-9386644,2022-08-10T08:15:15-07:00,16200,1.0
112-9467936-6457023,2022-08-10T08:19:56-07:00,36150,1.0
112-1438014-8908232,2022-08-10T08:20:32-07:00,724500,1.0
114-7797587-2891413,2022-08-10T08:25:23-07:00,724500,1.0
114-1909220-2989816,2022-08-10T08:31:08-07:00,30150,2.0
111-0991936-8391464,2022-08-10T08:32:36-07:00,17650,1.0
111-7755287-4758630,2022-08-10T08:35:01-07:00,36500,1.0
112-1821572-6483424,2022-08-10T08:46:18-07:00,736303,1.0
114-1199849-4029033,2022-08-10T08:58:50-07:00,730500,2.0
111-7460710-1869852,2022-08-10T09:14:59-07:00,27-1TVA-IET3,2.0
112-0639964-0450633,2022-08-10T09:20:28-07:00,724300,2.0
112-0155406-0885837,2022-08-10T09:26:31-07:00,36500,1.0
114-2629846-6112265,2022-08-10T09:30:20-07:00,724300,1.0
114-7365921-8460240,2022-08-10T09:41:34-07:00,724300,1.0
113-1839809-2769004,2022-08-10T09:49:43-07:00,36500,4.0
112-2009472-3995424,2022-08-10T10:07:50-07:00,10334C,2.0
111-5585931-6159434,2022-08-10T10:10:03-07:00,10316,1.0
111-9879855-7338637,2022-08-10T10:11:39-07:00,730300,1.0
112-6125269-6456227,2022-08-10T10:31:18-07:00,F6-0O1K-QPPA,1.0
112-2909994-0469017,2022-08-10T10:32:54-07:00,36500,1.0
112-8569653-5977047,2022-08-10T10:38:20-07:00,791192,1.0
112-4533710-0996227,2022-08-10T10:38:57-07:00,724300,3.0
112-4412122-6193826,2022-08-10T10:38:00-07:00,730300,1.0
111-2265875-0446635,2022-08-10T10:45:38-07:00,24153,2.0
111-2547814-6967445,2022-08-10T10:53:53-07:00,734500,5.0
112-6699777-2640210,2022-08-10T11:21:32-07:00,730300,3.0
111-8347176-4765005,2022-08-10T10:55:16-07:00,730300,1.0
111-7874366-0756207,2022-08-10T10:51:47-07:00,724500,2.0
111-4103773-2562640,2022-08-10T11:02:21-07:00,10334C,1.0
112-5083998-3932251,2022-08-10T11:05:41-07:00,36500,1.0
112-2575255-4173815,2022-08-10T11:09:42-07:00,36500,1.0
114-3903931-4096226,2022-08-10T11:14:09-07:00,36530,1.0
114-3903931-4096226,2022-08-10T11:14:09-07:00,36500,1.0
111-1593968-1749802,2022-08-10T11:28:27-07:00,10334C,1.0
113-6488440-5857062,2022-08-10T11:45:24-07:00,10334C,1.0
113-0193354-2835419,2022-08-10T11:49:31-07:00,36500,1.0
113-8976112-0574655,2022-08-10T11:52:15-07:00,36500,1.0
113-2798004-1908217,2022-08-10T12:01:20-07:00,27-1TVA-IET3,2.0
111-3106508-3105806,2022-08-10T12:04:36-07:00,722500,2.0
114-7129994-3715442,2022-08-10T12:16:29-07:00,36500,1.0
112-4825394-8354626,2022-08-10T12:19:40-07:00,10334C,2.0
